,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Mood
8000,8000,5MAK1nd8R6PWnle1Q1WJvh,Everybody Loves an Outlaw,I See Red,I See Red,77,230613,False,0.509,0.448,4,-7.552,0,0.0357,0.00713,0.0137,0.244,0.221,156.909,3,blues,Sad
8001,8001,2tznHmp70DxMyr2XhWLOW0,Cage The Elephant,Melophobia,Cigarette Daydreams,79,208760,False,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,4,blues,Sad
8002,8002,7vguMCv8uVuZLiQJ156u3Z,Sam Tinnesz;Yacht Money,Play with Fire (feat. Yacht Money),Play with Fire (feat. Yacht Money),76,180690,False,0.573,0.539,2,-6.091,0,0.0322,0.0162,1.16e-05,0.105,0.39,75.012,4,blues,Happy
8003,8003,3dPQuX8Gs42Y7b454ybpMR,The White Stripes,Elephant,Seven Nation Army,84,232106,False,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,4,blues,Happy
8004,8004,6zC0mpGYwbNTpk9SKwh08f,Eric Clapton,Slowhand 35th Anniversary (Super Deluxe),Wonderful Tonight,76,225026,False,0.572,0.214,7,-15.625,1,0.0293,0.649,0.129,0.125,0.485,95.542,4,blues,Sad
8005,8005,7K0WZ75nHqj450OYd3ZywF,The EverLove,Walk Through Fire,I'm Dangerous,65,243329,False,0.691,0.841,8,-7.026,0,0.0436,0.00438,4.44e-05,0.31,0.755,92.025,4,blues,Happy
8006,8006,6T5i8eCUWZ92HOZtxt58LK,Aretha Franklin,Slow Down Soul,Angel,1,268040,False,0.27,0.577,0,-8.195,1,0.0573,0.755,0.123,0.139,0.362,170.254,4,blues,Sad
8007,8007,6xqWfkMmiqbepWSXMj19K1,Aretha Franklin,Thanksgiving Party,This Girl's in Love with You,0,240773,False,0.579,0.409,0,-10.095,1,0.0268,0.624,1.83e-05,0.18,0.526,109.417,3,blues,Sad
8008,8008,7ho8AmAGyByBomWJPwThKX,Lynyrd Skynyrd,Sweet Home Alabama,Sweet Home Alabama,2,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,Happy
8009,8009,1AO5q3PNXDWNwgern0S2zt,Lynyrd Skynyrd,70s Christmas Party,Sweet Home Alabama,0,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,Happy
8010,8010,1GQMpacZAFmsYYmkT87gUw,ZZ Top,Timeless Rock Hits,Rough Boy,1,287426,False,0.419,0.737,9,-7.09,1,0.0364,0.204,0.00716,0.24,0.595,157.991,4,blues,Happy
8011,8011,0uZ14vmYf9O5LirYjN84GL,Ella Fitzgerald,pov: you hear the bells jingle,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues,Sad
8012,8012,3GQ38rNsi6pPAAXiKUP1QT,Otis Redding,Session Acoustique,My Girl (Mono),1,175853,False,0.74,0.322,0,-9.26,1,0.0399,0.551,0.000767,0.17,0.628,102.889,4,blues,Sad
8013,8013,7idmN70yhFrMLLoC4Ufeak,Otis Redding,Thanksgiving Party,Wonderful World,0,191533,False,0.863,0.624,3,-5.637,1,0.0375,0.54,8.43e-06,0.03,0.958,105.49,4,blues,Happy
8014,8014,4L6mJJhYx3PNhKhaXX4BCw,Lynyrd Skynyrd,Country Car Hits,Simple Life,1,197106,False,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,blues,Energetic
8015,8015,08dNxhOkSsdUOaHthtIy91,Ella Fitzgerald,Christmas Eve At Home,Jingle Bells,0,143093,False,0.699,0.726,7,-5.364,1,0.0726,0.575,0.0,0.655,0.877,119.185,4,blues,Happy
8016,8016,7pSga5MXj7IbOuRCVuadBR,Otis Redding,Thanksgiving Party,I Want to Thank You,0,160840,False,0.537,0.521,3,-11.326,1,0.0606,0.56,0.00665,0.0879,0.961,199.362,4,blues,Happy
8017,8017,5OQeh0hl86gwzbhKJlCMLT,Otis Redding,Perfect Christmas Hits,Merry Christmas Baby,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues,Happy
8018,8018,4a5Dibxjp4I8e4DWHg6apf,Lynyrd Skynyrd,Country Road Songs,Simple Life,0,197106,False,0.549,0.891,6,-4.044,1,0.0351,0.0141,0.00323,0.0661,0.508,111.996,4,blues,Energetic
8019,8019,5h2YLD9MLviHF25NNYYi9j,Otis Redding,Christmas Time,Merry Christmas Baby,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues,Happy
8020,8020,1ygKuPiMlPKKonNecBWlg0,Otis Redding,Holly Jolly Christmas,Merry Christmas Baby,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues,Happy
8021,8021,2yQJT5fopKSAdJB2aaLgwr,Ella Fitzgerald,World's Best Christmas Playlist,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues,Sad
8022,8022,6uPNJqmDLsgAJnNTR5V7QP,ZZ Top,80's,Sharp Dressed Man - 2003 Remaster,0,253413,False,0.527,0.786,5,-8.01,1,0.0362,0.000153,0.00271,0.085,0.343,125.117,4,blues,Energetic
8023,8023,72E3wMPI5tVY7VoEWLSuhf,Ella Fitzgerald,CHRISTMAS TOP HITS 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues,Sad
8024,8024,7vvQrcQCfq7SB8mxO9CRHq,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues,Sad
8025,8025,5ftfVzSLIi5ZxYdNbRtf41,The Black Keys,Coffee Moment,Never Gonna Give You Up,0,218986,False,0.557,0.665,6,-6.19,0,0.0328,0.321,0.000281,0.0713,0.437,75.803,4,blues,Sad
8026,8026,1VNgkKygpjGFRrMRkzMJDh,Otis Redding,Cuddle Up Christmas,Merry Christmas Baby,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues,Happy
8027,8027,3Xrasa4unuME8UMwOnqIP9,Ray Charles,Thanksgiving Party,Ain't That Love,0,173906,False,0.751,0.467,10,-9.535,1,0.327,0.303,0.0,0.163,0.774,118.11,4,blues,Happy
8028,8028,0SidD5FXjLY20EffJQDAI7,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,Sleigh Ride,0,175986,False,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,blues,Sad
8029,8029,07uPklAHdtkXATBcS9FvtS,Otis Redding,Christmas Music - Holiday Hits,Merry Christmas Baby,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues,Happy
8030,8030,5HfjKD2GdTKylx57dSemch,Otis Redding,All I want For Christmas Is Music,"Merry Christmas, Baby [take 1] - Take 1",0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues,Happy
8031,8031,1g6C5sgsJHqW4XAdLyDp9A,Otis Redding,Merry Christmas,Merry Christmas Baby,0,155560,False,0.71,0.291,5,-14.132,0,0.0338,0.35,0.0,0.128,0.856,101.517,4,blues,Happy
8032,8032,70mBn5A0cKtwGGMTrr0IXl,Ray Charles,Thanksgiving Party,Mess Around,0,160226,False,0.565,0.962,8,-2.981,1,0.064,0.437,0.0,0.056,0.906,148.804,4,blues,Happy
8033,8033,0TYB8WJ6x4DYepwUYIvBVX,Otis Redding,pov: you hear the bells jingle,"Merry Christmas, Baby [take 1] - Take 1",0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues,Happy
8034,8034,6UPkgLF8SfiVmVGy5RYvIc,Ella Fitzgerald,World's Best Christmas Playlist,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues,Sad
8035,8035,5aRJTjJ7XbxXJmsZWM682b,Nina Simone,Supa Chill,"No Woman, No Cry (Outtake)",0,195933,False,0.607,0.381,9,-10.821,1,0.0735,0.475,2.35e-05,0.105,0.703,167.423,4,blues,Sad
8036,8036,1LFJLpGF7gexCurvUsjqG9,Ella Fitzgerald,Santa Claus Is Coming To Town,Frosty The Snowman,0,131733,False,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,blues,Sad
8037,8037,7mspMgbrDiYlTaEMI7jNaO,Otis Redding,R'n'B Studying,I've Been Loving You Too Long,0,175653,False,0.508,0.535,9,-5.632,1,0.0272,0.565,0.000388,0.196,0.162,74.682,3,blues,Sad
8038,8038,7BVhqEVCS8UFWz1iW9dGut,Otis Redding,Thanksgiving Party,I've Been Loving You Too Long - Remastered Mono,0,181666,False,0.499,0.246,9,-12.806,1,0.0325,0.7,0.00227,0.0965,0.152,148.482,3,blues,Sad
8039,8039,2nuV7cBiwVt2tU4sDkwj4I,Otis Redding,pov: you saw mommy kissing santa claus,"Merry Christmas, Baby [take 1] - Take 1",0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues,Happy
8040,8040,68zhLiVF3gEKnmgtfCCsen,Otis Redding,World's Best Christmas Playlist,"Merry Christmas, Baby [take 1] - Take 1",0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues,Happy
8041,8041,4AFsnSFhRS5tc07RDKsY1z,Ella Fitzgerald,Home At Christmas,Jingle Bells,0,143093,False,0.699,0.726,7,-5.364,1,0.0726,0.575,0.0,0.655,0.877,119.185,4,blues,Happy
8042,8042,2Ok3RB6OuSkV140AgyCuqd,Lynyrd Skynyrd,Rock Workout 2023,Sweet Home Alabama,1,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,Happy
8043,8043,0X6unr81shIRDbdW5aMFSM,Ella Fitzgerald,Home For Christmas 2022,Jingle Bells,0,143093,False,0.699,0.726,7,-5.364,1,0.0726,0.575,0.0,0.655,0.877,119.185,4,blues,Happy
8044,8044,5SGoc2TZZ7xGdLQ7kpU06d,Otis Redding,Christmas Dinner,"Merry Christmas, Baby [take 1] - Take 1",0,152933,False,0.746,0.458,11,-8.844,1,0.0312,0.0631,0.0,0.167,0.942,100.429,4,blues,Happy
8045,8045,7sdaD6KTdB6mU1E79NVnwW,Ella Fitzgerald,Rockin' Around The Christmas Tree 2022,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues,Sad
8046,8046,0pS25QJ0g83B2OIu9je81g,Ella Fitzgerald,Santa Claus Is Coming To Town,Rudolph The Red-Nosed Reindeer,0,171773,False,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,blues,Sad
8047,8047,4GPQDyw9hC1DiZVh0ouDVL,The Black Keys,OK Boomers - Top Tunes,Keep My Name Outta Your Mouth,0,189356,False,0.597,0.702,11,-4.767,1,0.0445,0.0197,0.01,0.125,0.645,83.507,4,blues,Happy
8048,8048,1gJrH78tBc0ymRXZiizxKx,Lynyrd Skynyrd,Best 70s Rock Tunes,Sweet Home Alabama,1,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,Happy
8049,8049,6fsHeJsRAscaPO6Wi8zwTX,Lynyrd Skynyrd,Best 70s Rock Tunes,Sweet Home Alabama,0,285373,False,0.614,0.724,7,-7.521,1,0.0247,0.217,0.000256,0.146,0.902,97.863,4,blues,Happy
9000,9000,6GomT970rCOkKAyyrwJeZi,Öwnboss;Sevek,Move Your Body,Move Your Body,82,157444,False,0.848,0.821,2,-5.408,0,0.0527,0.0169,0.000403,0.0962,0.249,125.051,4,brazil,Energetic
9001,9001,7DFIPUWRKwOB8RWky8ELq8,BK;JXNV$,Castelos & Ruínas,"Amores, Vícios e Obsessões",56,194478,False,0.833,0.517,11,-7.502,0,0.301,0.116,0.000142,0.116,0.187,129.047,4,brazil,Energetic
9002,9002,1JAqy8JxzsmMRq5jD2Oi49,Liu;GenX,Pirate,Pirate,54,221775,False,0.72,0.781,10,-2.647,0,0.0609,0.00408,0.807,0.308,0.307,125.005,4,brazil,Happy
9003,9003,2p9CY7YZIrkZLg4ztUCjZN,Yago Oproprio,Helipa,Helipa,57,202213,False,0.692,0.427,11,-10.733,0,0.391,0.527,0.0,0.17,0.542,75.086,4,brazil,Happy
9004,9004,1XqWGzOdE6Q6FgFwAg0t9R,Xamã;Bagua Records;Luccas Carlos,O Iluminado,Uma Linda Mulher,54,208000,True,0.704,0.616,6,-7.042,0,0.0818,0.299,0.0,0.0856,0.161,89.974,4,brazil,Sad
9005,9005,0EvH4HVrhZnvAfyctBSGrk,3030,Expectativas,Expectativas,52,201459,False,0.75,0.507,11,-9.219,0,0.058,0.798,0.0,0.31,0.897,136.937,4,brazil,Sad
9006,9006,56U1WCUL6mbxoSSYgbBame,BK;Sain,Castelos & Ruínas,Castelos & Ruínas,52,249490,False,0.799,0.584,2,-8.157,1,0.118,0.103,1.11e-06,0.457,0.404,117.031,4,brazil,Happy
9007,9007,2QGuFhaQDrGKqtkOgItDJS,Charlie Brown Jr.,Acústico (Ao Vivo),Zoio De Lula - Ao Vivo,55,224973,False,0.632,0.866,1,-5.445,0,0.0488,0.0556,5.75e-06,0.518,0.835,87.785,4,brazil,Happy
9008,9008,4sGtZZD7zBZ1oqoQjkBg1z,UCLÃ;Sueth;Shoy;Mc IG,Rico E Bem Novin,Rico E Bem Novin,53,238000,True,0.611,0.547,7,-7.861,1,0.439,0.0717,0.0,0.157,0.355,158.852,4,brazil,Energetic
9009,9009,4SrXpaZtMokUhhFkgzDMpK,Onze:20,A Nossa Barraca,Não Vai Voltar,53,239072,False,0.641,0.617,5,-7.411,0,0.0307,0.413,0.0,0.112,0.941,139.942,4,brazil,Happy
9010,9010,29ZrGQad8homm9iN5mZQlp,Isaias Saad,Sua Presença (Ao Vivo),Sua Presença - Ao Vivo,58,314154,False,0.457,0.633,3,-6.056,1,0.0315,0.408,0.0,0.345,0.224,137.956,4,brazil,Sad
9011,9011,0clS0Pwyo2JDfnZIGK2GvW,Bruno Martini;David Hodges,Night Drive Autumn/Winter 2022/23,Bring Me To Life,0,141610,False,0.75,0.829,6,-6.72,0,0.0515,0.16,0.00423,0.0858,0.631,117.973,4,brazil,Happy
9012,9012,6vf5x73BHeI7hz4x7FxYjT,Antônio Carlos Jobim,The Greatest Jazz Mix,Look To The Sky,0,137933,False,0.499,0.215,11,-17.369,0,0.031,0.898,0.913,0.0989,0.74,132.383,4,brazil,Calm
9013,9013,6G6FR1CEiuwkEbp33ryGAY,Racionais MC's,Sobrevivendo no Inferno,Mágico de Oz,55,456840,False,0.575,0.634,6,-7.079,0,0.36,0.461,0.0,0.3,0.783,79.316,4,brazil,Happy
9014,9014,0bMAWV9DDN2fllpvCtpzWl,Jefferson & Suellen,Vem Me Buscar (Ao Vivo),Vem Me Buscar - Ao Vivo,58,418698,False,0.423,0.74,3,-5.309,0,0.0344,0.0206,0.0,0.523,0.166,135.906,4,brazil,Sad
9015,9015,360gCLBRm4Caa50Vlbluhy,Luma Elpidio,Venho a Ti,Venho a Ti,53,346044,False,0.374,0.414,2,-7.161,1,0.0344,0.0549,0.0,0.112,0.196,124.211,4,brazil,Sad
9016,9016,6bA5Bt4d2drlsBOYAghABi,Isaias Saad;Theo Rubia,Eu Amo a Tua Glória (Ao Vivo),Eu Amo a Tua Glória - Ao Vivo,57,538613,False,0.368,0.519,9,-9.827,1,0.0448,0.598,1.11e-05,0.313,0.183,133.879,4,brazil,Sad
9017,9017,1HucuOdAhqUgPNgZJoFB3K,Rebeca Carvalho;Gabriela Rocha,Até te Encontrar (Ao Vivo),Até te Encontrar - Ao Vivo,55,576860,False,0.254,0.619,5,-6.779,1,0.0369,0.526,0.0,0.692,0.311,138.093,4,brazil,Sad
9018,9018,0NHPfnQMzg0GiwbC4SF2yR,Weslei Santos,O Que Meu Deus Vai Fazer,O Que Meu Deus Vai Fazer,53,269631,False,0.539,0.339,2,-10.969,1,0.0314,0.78,0.0,0.0889,0.29,121.815,4,brazil,Sad
9019,9019,6OSs0dmcVqVdeWOmsaA5g1,Jota Quest,Acústico Jota Quest,Fácil - Acústico,54,229540,False,0.556,0.537,7,-10.761,1,0.0282,0.377,0.0,0.757,0.313,95.914,4,brazil,Sad
9020,9020,5YWW66ptUmdgUNBKU72sgX,Maneva,Mundo Novo,Porta Do Teu Prédio,57,179031,False,0.751,0.637,10,-8.716,1,0.256,0.429,0.0,0.143,0.559,141.985,4,brazil,Energetic
9021,9021,2OmZjKpXjbDWXEsw1JEy1x,Isaias Saad;LUDI,Seu Amor / Diante da Cruz,Seu Amor / Diante da Cruz,55,497600,False,0.333,0.24,4,-12.006,1,0.0312,0.836,4.72e-05,0.0963,0.251,71.374,4,brazil,Sad
9022,9022,47zHQVLf1JANzOYVX2bsVB,Davi Sacer,Foi Deus,Foi Deus,55,453941,False,0.612,0.492,10,-6.956,1,0.0476,0.435,0.0,0.559,0.5,117.878,4,brazil,Sad
9023,9023,2YOZHcypOnfbG5cfsSpW4N,Marcelo Markes;Sarah Beatriz,Redentor,Redentor,58,382272,False,0.43,0.706,0,-7.743,1,0.0538,0.235,0.0,0.107,0.085,131.816,4,brazil,Sad
9024,9024,0Y9nHU2Fhl76LHbRRmNQ6X,Fernanda Brum,Da Eternidade,O Que Sua Glória Fez Comigo,53,399243,False,0.279,0.597,2,-6.269,0,0.0398,0.405,0.0,0.697,0.365,140.192,4,brazil,Sad
9025,9025,3WtdWGFcbmVi2uKMcT4KZ2,Detonautas Roque Clube,Detonautas Acústico,Outro Lugar,54,236973,False,0.616,0.833,2,-7.932,1,0.0323,0.0392,9.77e-05,0.801,0.553,104.043,4,brazil,Happy
9026,9026,0hD0KWK4te47pXBRJXVbY4,Aline Barros,Deus do Impossível (Ao Vivo em Mojave Desert),Deus do Impossível (Ao Vivo em Mojave Desert),52,209293,False,0.326,0.429,7,-8.561,1,0.0358,0.51,7.85e-06,0.114,0.148,136.186,5,brazil,Sad
9027,9027,4Lfod3ZkXkJBZZhw2cHKCk,Antônio Carlos Jobim,Ressaquinha,Neptune's Hep Tune,0,133506,False,0.548,0.412,5,-10.248,1,0.0333,0.807,0.934,0.127,0.325,79.512,4,brazil,Calm
9028,9028,3LmYMHpOQaZ8YvgPrXtYJu,Antônio Carlos Jobim,Chill in Brazil,Triste,1,181600,False,0.568,0.396,8,-13.921,1,0.029,0.738,0.159,0.116,0.578,136.489,4,brazil,Sad
9029,9029,67cVH1aHqxmlas4KZJs6cT,Zé Ramalho;Paulinho Moska,Moska Apresenta Zoombido: Zé Ramalho,Chão de Giz,53,291022,False,0.613,0.327,7,-10.558,1,0.03,0.767,1.37e-06,0.098,0.3,140.993,3,brazil,Sad
9030,9030,01EgetpQiOP29Weu6kKqzJ,Walmir Alencar,Misericórdia Infinita,Em Teu Altar,54,253853,False,0.627,0.256,4,-9.31,1,0.0264,0.754,0.0,0.127,0.259,98.093,4,brazil,Sad
9031,9031,5ykUVPKww8cBxLC3ZbHABU,Jefferson & Suellen,Labareda (Ao Vivo),Labareda - Ao Vivo,54,269282,False,0.348,0.843,9,-6.963,1,0.08,0.116,0.0,0.105,0.306,133.038,4,brazil,Energetic
9032,9032,4CM2CpR5UpFoObTmuFOUIj,Antônio Carlos Jobim,Chill in Brazil,Favela,0,154960,False,0.457,0.224,9,-19.476,0,0.0344,0.715,1.2e-06,0.224,0.48,80.845,4,brazil,Sad
9033,9033,5cS3LwObFvrv6Vfwge0D6R,Delino Marçal;Midian Lima,Você Não Imagina,Você Não Imagina,54,318020,False,0.504,0.526,4,-6.724,1,0.0317,0.273,0.0,0.15,0.342,116.349,4,brazil,Sad
9034,9034,5vOVMNYDam6F6jtemqnNX2,Antônio Carlos Jobim;Frank Sinatra,christmas but not christmas songs,The Girl From Ipanema,0,200360,False,0.541,0.321,5,-14.418,1,0.0329,0.714,0.00345,0.101,0.549,133.537,4,brazil,Sad
9035,9035,0ZBYKXS2sFtFOiJNt97mPP,Padre Fábio De Melo;Celina Borges,Queremos Deus,Nas Asas do Senhor (feat. Celina Borges),55,303973,False,0.404,0.339,6,-8.739,1,0.0299,0.374,0.0,0.165,0.166,121.747,4,brazil,Sad
9036,9036,3GitsRPchZRDyXlE4Aiyml,Antônio Carlos Jobim;Herbie Mann;João Gilberto,Chill in Brazil,Bolinha de papel,0,79000,False,0.797,0.415,5,-14.557,0,0.0514,0.881,0.0,0.0873,0.965,113.42,3,brazil,Sad
9037,9037,7zqF7owVpOCqpCd51iYyUJ,Isaias Saad;John Dias,Águas Purificadoras/Oceanos (Ao Vivo),Águas Purificadoras/Oceanos - Ao Vivo,55,398188,False,0.395,0.523,4,-8.592,1,0.0349,0.601,0.0,0.683,0.215,133.989,4,brazil,Sad
9038,9038,6uGDB28Q5oyYCgP6RigmIj,Nelsinho Corrêa;Ana Lúcia,Nelsinho Corrêa ao Vivo,Sacramento da Comunhão (Ao Vivo),52,341787,False,0.28,0.445,2,-9.826,1,0.0319,0.705,0.0,0.797,0.285,137.517,4,brazil,Sad
9039,9039,04TVuiNigesg0prTE7KG0F,Frei Gilson,Eu Vou Crer em Ti,Acalma Minha Tempestade,52,384850,False,0.538,0.907,10,-6.877,1,0.0515,0.0567,9.07e-06,0.178,0.345,134.014,4,brazil,Energetic
9040,9040,22VpC56TcW8JL7oiCeEGJI,Valesca Mayssa,Árvore Cortada,Árvore Cortada,53,423915,False,0.387,0.458,5,-9.953,1,0.0344,0.297,0.0,0.117,0.346,138.32,4,brazil,Sad
9041,9041,7BlLmanL024pf0doBknUi4,Gabriel Brito,Eu Não Sou Mais Órfão (Acústico),Eu Não Sou Mais Órfão - Acústico,54,208810,False,0.535,0.266,4,-8.483,1,0.0275,0.768,0.0,0.109,0.158,141.761,3,brazil,Sad
9042,9042,5qFhSnV9eDeYNOlCNPASK7,Gabriel Brito,Aprender Com a Vida,Não Adoro por Sinais,53,203264,False,0.598,0.463,11,-8.995,1,0.0285,0.588,0.0,0.114,0.382,130.015,4,brazil,Sad
9043,9043,5oaAx3LoQLdQvwUvneLJ5L,Aline Barros,Consagração,Consagração / Louvor ao Rei,53,381318,False,0.52,0.509,9,-9.116,1,0.0301,0.425,1.15e-06,0.082,0.321,119.991,4,brazil,Sad
9044,9044,4MneVvYOxU1LaySFx8n98p,Nando Reis,Só as Melhores do Pop Rock Brasileiro,Me diga,0,255093,False,0.533,0.905,4,-5.858,1,0.0612,0.238,6.12e-06,0.223,0.726,86.503,4,brazil,Happy
9045,9045,743gor826V7kcLCJ8Cn3J9,Padre Fábio De Melo,Vida,Tudo Posso,55,335640,False,0.311,0.277,7,-15.608,1,0.0326,0.715,1.35e-06,0.116,0.196,141.488,3,brazil,Sad
9046,9046,7vQVMorqtlcOD2vRqDTFgS,Gabriel Guedes de Almeida,Todos Os Meus Dias (Ao Vivo),Todos Os Meus Dias - Ao Vivo,53,204700,False,0.509,0.656,6,-7.574,1,0.0327,0.0315,2.12e-06,0.102,0.409,138.057,4,brazil,Energetic
9047,9047,27sytaeEm6TDVMpdExyVfd,O Rappa,Só as Melhores do Pop Rock Brasileiro,A feira,0,239533,False,0.713,0.886,7,-7.75,1,0.0411,0.0012,7.68e-06,0.0496,0.9,97.983,4,brazil,Happy
9048,9048,3z0EtPdwFYDN3uXYheXliS,Nando Reis,Só as Melhores do Pop Rock Brasileiro,Cegos do castelo,0,258265,False,0.357,0.706,5,-5.879,1,0.0302,0.345,0.0021,0.307,0.389,154.651,4,brazil,Sad
9049,9049,3D04V5vUxtcanSIwVEIMW8,Ministério Apascentar de Nova Iguaçu,Basta uma Palavra Para Mudar - Trilha Sonora do Filme,Deus do Impossível,56,279057,False,0.418,0.452,5,-7.619,1,0.0304,0.762,0.0,0.822,0.225,139.261,4,brazil,Sad
10000,10000,3JiyUyibMs31de0hmoeSK9,Bassnectar;Ohana Bam;Lafa Taylor,Fast & Furious 8: The Album,Speakerbox (feat. Ohana Bam & Lafa Taylor) - F8 Remix,49,188906,False,0.576,0.88,8,-2.01,0,0.126,0.0208,8.99e-05,0.334,0.514,87.969,4,breakbeat,Energetic
10001,10001,6PXbVEz2q5U3S56AAbQShG,Noisia;Skrillex;josh pan;Dylan Brady,Horizon (with Noisia),Supersonic (VIP),48,206010,False,0.416,0.506,9,-7.885,0,0.1,0.0404,0.0202,0.11,0.0613,172.028,4,breakbeat,Energetic
10002,10002,05V0EUXnGRfV940BTV30Xa,Evil Nine;Toastie Taylor,The Fast And The Furious: Tokyo Drift (Original Motion Picture Soundtrack),Restless,42,294373,False,0.555,0.888,5,-5.489,0,0.0398,0.000145,0.37,0.493,0.561,131.959,4,breakbeat,Happy
10003,10003,6Rxa3iS3kpo9iTHg97Vxo3,Datsik;Virtual Riot,Sensei,Nasty,49,217600,False,0.461,0.964,1,-3.275,1,0.223,0.00025,0.3,0.247,0.0558,112.586,3,breakbeat,Energetic
10004,10004,2yMKMPK4B51730EaBIO2KD,The Prodigy,Invaders Must Die,Omen,17,216026,False,0.542,0.955,7,-5.174,1,0.0435,0.00097,0.154,0.309,0.586,140.013,4,breakbeat,Energetic
10005,10005,4bz7uB4edifWKJXSDxwHcs,The Chemical Brothers,Push The Button,Galvanize,64,393813,False,0.745,0.714,7,-3.681,1,0.0751,0.0141,0.0222,0.363,0.365,104.003,4,breakbeat,Happy
10006,10006,3NPYT4nilQ6YW1uA8I7orI,Bassnectar;Lafa Taylor,Into the Sun,Speakerbox (feat. Lafa Taylor),53,282272,False,0.507,0.934,8,-2.325,0,0.188,0.00936,0.00175,0.222,0.471,175.954,4,breakbeat,Energetic
10007,10007,702bgtK1RC080O8pozq94S,The Chemical Brothers,Born In The Echoes,Wide Open,52,354603,False,0.607,0.593,7,-9.291,1,0.0259,0.102,0.32,0.183,0.207,124.014,4,breakbeat,Sad
10008,10008,01CXtj7DFZETkiCDosMFjy,Hybrid,Driveclub Original Game Soundtrack (Remixes),All Torque - Original Version,23,288000,False,0.546,0.717,1,-9.917,0,0.034,0.00307,0.906,0.262,0.0621,129.998,4,breakbeat,Sad
10009,10009,0D5oADYCG5QbPKk3QEOP1F,The Prodigy;RZA;René LaVice,Breathe (feat. RZA) [Liam H and Rene LaVice Re-Amp],Breathe (feat. RZA) [Liam H and Rene LaVice Re-Amp],45,149233,False,0.661,0.954,5,-1.866,0,0.128,0.0519,0.000667,0.22,0.332,141.911,4,breakbeat,Energetic
10010,10010,2cNjgoSh1TBHFQIhfzRJUE,The Chemical Brothers,Born In The Echoes,Go,59,260696,True,0.751,0.897,1,-3.598,1,0.0468,0.00957,2.88e-05,0.329,0.482,119.97,4,breakbeat,Happy
10011,10011,4ahFzFAZRpfWaGbA2J3dAq,The Chemical Brothers,The Darkness That You Fear,The Darkness That You Fear,50,365932,False,0.554,0.81,9,-5.079,1,0.0382,0.0725,0.369,0.148,0.21,128.023,4,breakbeat,Sad
10012,10012,2Ed6f0N3tWiTBfB7pFIqLp,The Crystal Method,Fast & Furious 6,Roll It Up,21,361266,False,0.617,0.991,10,-3.26,0,0.13,0.0157,0.856,0.597,0.289,117.006,4,breakbeat,Happy
