,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,Mood
48011,48011,56T8rWR6szMJ22n5bv8DXo,N.W.A.,The Best 90s Hip Hop Hits,Niggaz 4 Life,2,298906,True,0.809,0.858,10,-6.089,0,0.245,0.0633,1.91e-06,0.565,0.529,93.112,4,hardcore,Energetic
48012,48012,6CGlJEQW50xbxVWq1Kn0PU,Mase;Total,Gangsta Love,What You Want,0,242946,True,0.838,0.72,10,-6.593,0,0.384,0.0314,1.16e-05,0.422,0.846,93.761,4,hardcore,Happy
48013,48013,6Pzm6HXxN0cwfCWM7kngXL,The Notorious B.I.G.,Rap Homage,Hypnotize,0,230000,True,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.94,4,hardcore,Happy
48014,48014,0t2NKkUqJAA72D8WabGTsN,The Notorious B.I.G.,Gangsta Love,One More Chance - Hip Hop Mix,0,305653,True,0.886,0.863,6,-3.839,0,0.2,0.625,0.0,0.332,0.737,90.941,4,hardcore,Happy
48015,48015,1Uyw5OKFNe2ebZWDK1G4Hv,The Notorious B.I.G.,Power Rap,Hypnotize,0,230053,True,0.922,0.573,9,-5.164,1,0.278,0.129,0.0,0.305,0.642,93.929,4,hardcore,Happy
48016,48016,499aDsnU8gICoOmftRSbLM,Redman,The Best 90s Hip Hop Hits,How To Roll A Blunt,1,201720,True,0.644,0.66,9,-11.175,0,0.332,0.121,2.96e-06,0.346,0.775,184.208,4,hardcore,Energetic
48017,48017,7DDvObCeUdqV2CwRZopzK9,The Notorious B.I.G.,The Hip Hop Collection,Hypnotize - 2014 Remaster,0,229826,True,0.9,0.697,9,-3.439,1,0.282,0.146,0.0,0.287,0.67,93.94,4,hardcore,Happy
48018,48018,0CrCW8u5hXD6Ztd7V8ay1i,Mos Def,The Best 90s Hip Hop Hits,Speed Law,3,256453,True,0.794,0.667,11,-7.636,0,0.373,0.0565,0.0,0.407,0.695,98.02,4,hardcore,Happy
48019,48019,6lav95SObObMoj75oLMILu,Wu-Tang Clan,Power Rap,Pioneer the Frontier,0,238693,True,0.668,0.847,9,-4.49,1,0.351,0.695,0.0,0.183,0.7,82.004,4,hardcore,Happy
48020,48020,70RPgBqYKFB4yN88qku7Jf,Mase,The Hip Hop Collection,Feel So Good,0,203626,True,0.822,0.703,11,-8.464,0,0.24,0.192,0.0,0.0816,0.536,105.155,4,hardcore,Happy
48021,48021,5XZty1ZNT3vCm3QZttvpjH,Busta Rhymes,The Hip Hop Collection,Put Your Hands Where My Eyes Could See,0,195133,True,0.916,0.63,6,-6.815,0,0.29,0.00752,6.75e-06,0.0656,0.693,99.493,4,hardcore,Happy
48022,48022,4c5Qj9XKXPaYSIoRbh3CcY,Mase;Lil' Kim;Puff Daddy,Power Rap,Will They Die for You,0,244600,True,0.655,0.736,2,-7.297,1,0.385,0.106,0.0,0.24,0.721,102.771,4,hardcore,Energetic
48023,48023,4j9XFRR2CFAOn4Z4eIklBP,Misfits,Rock & Halloween,Halloween,3,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,hardcore,Energetic
48024,48024,3dGFeK9WTwj2PAiQoaXMzB,Ol' Dirty Bastard,Rap Classics,Brooklyn Zoo,0,215040,True,0.73,0.801,11,-5.655,0,0.392,0.552,0.0,0.843,0.659,91.785,4,hardcore,Energetic
48025,48025,2ZCfaMcJ4NhY4nRNWYLfkN,Mase,Rap Homage,Welcome Back,0,262213,False,0.764,0.744,1,-2.34,1,0.181,0.0109,0.000122,0.318,0.511,88.426,4,hardcore,Happy
48026,48026,0fgSNUfZsTNRpTZyRUA6cE,Misfits;Glenn Danzig,Rock & Halloween,Horror Business,1,165866,False,0.323,0.943,5,-8.451,1,0.0538,0.588,0.00529,0.227,0.0606,90.264,4,hardcore,Sad
48027,48027,3To5owsnumbjenW1G5j0VK,Los Prisioneros,Modo trabajación,Tren Al Sur,0,336933,False,0.676,0.67,9,-7.218,0,0.051,0.00565,0.00676,0.0805,0.725,90.232,4,hardcore,Happy
48028,48028,2L1WVCWCuhbc8IEIiJbrGl,Misfits,Spooky Scary Season,Halloween,2,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,hardcore,Energetic
48029,48029,0gd85OZzAQWqq3VJGimuy3,Rise Against,Halloween Metal Nights,The Violence,1,228720,False,0.296,0.921,10,-2.468,0,0.0634,4.08e-05,0.000214,0.0804,0.559,183.983,4,hardcore,Energetic
48030,48030,0afzkvZmb1oSEEC9tgDGez,Rise Against,Alternative Christmas 2022,Making Christmas,0,207213,False,0.515,0.97,1,-4.825,1,0.062,6.21e-05,0.00799,0.149,0.609,163.912,4,hardcore,Energetic
48031,48031,51dGpRXdXyODtrBj49OvE5,Ol' Dirty Bastard,The Hip Hop Collection,Shimmy Shimmy Ya,0,160666,True,0.743,0.467,0,-5.429,1,0.0632,0.0344,0.0391,0.0716,0.125,96.238,4,hardcore,Sad
48032,48032,0DG6fEabZitI14GPlKvE1M,Rise Against,Alternative Christmas 2022,Making Christmas,0,207213,False,0.515,0.97,1,-4.825,1,0.062,6.21e-05,0.00799,0.149,0.609,163.912,4,hardcore,Energetic
48033,48033,6bDpn57InVXW0BtyICB8RT,The Used,All Out Alternative,The Taste of Ink,0,209946,True,0.533,0.908,7,-2.999,1,0.0525,0.00152,0.0,0.301,0.486,98.064,4,hardcore,Energetic
48034,48034,1zI8C6f7LURY0eD0gMuVVY,Misfits,Halloween Songs | Witches Hour,Halloween,2,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,hardcore,Energetic
48035,48035,0klYM8Q5GK4ygCJzukdsi3,Misfits,Pumpkin Patch Hits,Halloween,0,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,hardcore,Energetic
48036,48036,6sSyHED31Nw3Blus6oSrU4,Misfits,Anthems for Witches 2022,Halloween,0,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,hardcore,Energetic
48037,48037,2W2FdBJVibxUT86HT7Dx5E,Misfits,Twisted Halloween Hits,Halloween,0,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,hardcore,Energetic
48038,48038,7CtvStZdIOR3nRRbATB4Gd,Misfits,Happy Haunted Halloween Tunes,Halloween,1,112426,False,0.382,0.937,0,-9.01,1,0.0758,0.0172,0.0,0.271,0.0957,108.729,4,hardcore,Energetic
48039,48039,0VOTuhFRaKhStVVQTHkFJ1,Ol' Dirty Bastard;Kelis;Rich Travali,OK Boomers - Top Tunes,Got Your Money - Rich Travali. Remix,0,239546,True,0.934,0.459,1,-7.654,1,0.189,0.0522,0.0,0.222,0.697,103.046,4,hardcore,Happy
48040,48040,41cQE0wfKFnNV9dteynr92,Los Prisioneros,Modo trabajación,Estrechez De Corazón,0,383573,False,0.66,0.742,11,-8.08,1,0.034,0.00151,4.04e-06,0.15,0.46,130.271,4,hardcore,Happy
48041,48041,1uOe9m9bAiAY4kGnGDu1Ns,Los Prisioneros,Rock un sentimiento vol. I,Amiga Mía,0,244053,False,0.79,0.606,4,-7.699,1,0.0519,0.014,0.00488,0.133,0.903,135.276,4,hardcore,Happy
48042,48042,6dxbdD5E6SILwAfBk5NTC2,Los Prisioneros,Rock un sentimiento vol. I,Estrechez De Corazón,0,383573,False,0.66,0.742,11,-8.08,1,0.034,0.00151,4.04e-06,0.15,0.46,130.271,4,hardcore,Happy
48043,48043,48b3btPS19LeSIgOsA8q2c,Misfits,Halloween Spooky Party 2022,Halloween - Master Sound Productions 1980,0,106666,False,0.418,0.845,0,-12.182,1,0.0415,0.572,0.144,0.115,0.202,113.794,3,hardcore,Sad
48044,48044,0bNxdr2hiuRVA66Vzh6SzY,Misfits,Halloween Scary Party,Halloween - Master Sound Productions 1980,0,106666,False,0.418,0.845,0,-12.182,1,0.0415,0.572,0.144,0.115,0.202,113.794,3,hardcore,Sad
48045,48045,3Kk30svEH2XoNsEvM3jyOP,Los Prisioneros,Modo trabajación,Corazones Rojos,0,211626,False,0.775,0.507,2,-9.289,0,0.165,0.0015,3.34e-06,0.0677,0.752,92.229,4,hardcore,Happy
48046,48046,6aUEWZkvcTFOpr8viqbRza,Los Prisioneros,Rock un sentimiento vol. I,Corazones Rojos,0,211626,False,0.775,0.507,2,-9.289,0,0.165,0.0015,3.34e-06,0.0677,0.752,92.229,4,hardcore,Happy
48047,48047,7HQb4hccUNRrB7tqQht0MH,Los Prisioneros,Rock un sentimiento vol. I,Tren Al Sur,0,336933,False,0.676,0.67,9,-7.218,0,0.051,0.00565,0.00676,0.0805,0.725,90.232,4,hardcore,Happy
48048,48048,3s0JQVCSayMTDBlpC9Hub6,Los Prisioneros,Rock un sentimiento vol. I,El Baile De Los Que Sobran,0,343701,False,0.818,0.621,0,-12.274,1,0.0528,0.297,2.5e-05,0.111,0.642,117.343,4,hardcore,Happy
48049,48049,2XzziOT8OUGrDnnveRpxwI,Los Prisioneros,Fiesta temática 80s,Muevan Las Industrias,0,248893,False,0.686,0.604,11,-14.24,0,0.037,0.12,0.496,0.0907,0.553,152.474,4,hardcore,Happy
49000,49000,6iBL6TOzsO75Yz0cG1MO0o,The Prophet,Wanna Play?,Wanna Play?,65,201451,False,0.569,0.996,5,-0.45,1,0.224,0.198,0.0114,0.707,0.461,100.02,3,hardstyle,Energetic
49001,49001,6wiQ1tAGxUsnbJXyjgXLel,Headhunterz;KSHMR,Dharma,Dharma,50,182343,False,0.331,0.919,3,-4.707,0,0.452,0.0367,0.000759,0.124,0.389,191.112,3,hardstyle,Energetic
49002,49002,1TwbzKMxFBExaDEUWqQ832,Ran-D,Zombie,Zombie,61,289548,False,0.436,0.869,4,-2.473,0,0.0615,0.0542,0.0,0.0979,0.0383,155.051,4,hardstyle,Energetic
49003,49003,01xdiGuSuIf5qZulm1uqkY,D-Block & S-te-Fan;D-Sturb,Feel It!,Feel It!,64,236903,False,0.459,0.941,9,-2.053,0,0.0777,0.0191,0.0,0.371,0.399,155.023,4,hardstyle,Energetic
49004,49004,3fdK0eZWK2iNOdigAxvDGr,Toneshifterz;Firelite,Paradise,Paradise,70,194921,False,0.319,0.861,5,-4.11,1,0.0544,0.0368,7.48e-05,0.252,0.202,149.652,4,hardstyle,Energetic
49005,49005,1yoqnfKCN9QltgyjAF1dTm,MBW,Crossroads,Crossroads,38,240158,False,0.47,0.705,11,-7.098,1,0.0442,0.0235,0.0198,0.114,0.119,151.79,4,hardstyle,Energetic
49006,49006,37qR4gabbE17D48m0aerCq,Hyjacked,Heroes Arising,Heroes Arising,56,270967,False,0.552,0.967,11,-2.01,0,0.0607,0.0207,2.2e-05,0.355,0.451,155.022,4,hardstyle,Energetic
49007,49007,1WF4RTvSeDTOQBD9epYwEi,Refuzion,Around the World (La la La),Around the World (La la La),65,153328,False,0.602,0.948,9,-3.372,0,0.0502,0.0396,1.43e-06,0.186,0.812,149.933,4,hardstyle,Energetic
49008,49008,2TgDK4TC5KsywTYafAE4Gd,Brennan Heart;Jonathan Mendelsohn,Imaginary,Imaginary,57,192500,False,0.552,0.594,2,-6.449,1,0.0306,0.298,6.17e-05,0.262,0.287,149.907,4,hardstyle,Sad
49009,49009,3QeEf7TMugwZkmn0hPmXio,D-Block & S-te-Fan;DJ Isaac,Harder State Of Mind,Harder State Of Mind,65,236800,True,0.515,0.94,9,-2.452,0,0.0478,0.0044,1.06e-05,0.23,0.284,150.051,4,hardstyle,Energetic
49010,49010,7rKS9FoVpE1mLrbxCnlokX,Ran-D,Hurricane,Hurricane,56,295646,False,0.575,0.979,8,-1.561,0,0.396,0.0321,0.0,0.34,0.366,155.032,4,hardstyle,Energetic
49011,49011,2TxMks82BULr2Kpr64aLkV,Radical Redemption,The Chronicles Of Chaos,Stronger & Better,58,182903,False,0.353,0.915,8,-2.691,1,0.145,0.225,7.61e-05,0.116,0.371,154.859,4,hardstyle,Energetic
49012,49012,2jkoanGKXN9I3gfeYo4aph,Coone;Da Tweekaz;Hard Driver;Bram Boender,Toss A Coin To Your Witcher,Toss A Coin To Your Witcher,62,252800,False,0.268,0.867,10,-4.439,0,0.0922,0.0171,0.0,0.108,0.301,149.953,4,hardstyle,Energetic
49013,49013,0BAsf69u0gltlMFYMADpAn,Phuture Noize;B-Front,My Beautiful Fantasy,My Beautiful Fantasy,64,192014,False,0.319,0.865,2,-2.526,0,0.0415,0.132,0.0,0.135,0.0832,155.133,4,hardstyle,Energetic
49014,49014,3TRVbGbpw25iGsPlFaGShS,Zatox,Oxygen,For Ever,55,267200,True,0.352,0.794,0,-4.584,0,0.0501,0.0168,1.51e-05,0.109,0.155,149.953,4,hardstyle,Energetic
49015,49015,6GXB5IyqwhZMdyYqpPkW1X,Neolux,Invincible,Invincible,58,177166,False,0.506,0.929,2,-4.026,1,0.0595,0.0429,0.602,0.1,0.139,150.064,4,hardstyle,Energetic
49016,49016,1NlbmDUSYds1GJWHQkhm1D,Digital Punk,Fragments,Die Trying,57,232687,False,0.289,0.939,9,-4.135,0,0.341,0.0147,2.93e-05,0.352,0.144,154.928,4,hardstyle,Energetic
49017,49017,7cEYCs44J2ATKFGhccGvWO,Gans Anders,Geile Neuk Sex,Geile Neuk Sex,36,163932,False,0.611,0.993,0,-2.502,1,0.0969,0.0244,6.75e-06,0.0426,0.904,155.031,4,hardstyle,Energetic
49018,49018,1bHs8lt40yPg2VejypcFCZ,Showtek;VÉRITÉ,Night Drive Autumn/Winter 2022/23,Pour It Down,0,196000,False,0.652,0.743,11,-5.769,0,0.0642,0.084,0.000119,0.0764,0.23,120.986,4,hardstyle,Energetic
49019,49019,7uqM0Ds1u8qPHfqpY1TG3v,The Prophet;Chuck Roberts,Harder Stylez: We Love The Bass,In Hardstyle We Trust - Melody Mix,0,235009,False,0.571,0.95,11,-1.643,0,0.127,0.0413,0.000218,0.35,0.315,155.058,4,hardstyle,Energetic
49020,49020,5PFuhDqfybJX0yUDorOcls,Sound Rush;Sogma,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Transform,2,235423,False,0.319,0.896,3,-3.749,0,0.08,0.00139,3.01e-05,0.104,0.362,154.655,4,hardstyle,Energetic
49021,49021,6NEC1sKJJdBUZQNprQQHA6,Ran-D;Sound Rush;LePrince,Harder Stylez: We Love The Bass,We Are the Storm - Radio Edit,0,230556,False,0.478,0.943,10,-2.551,0,0.0822,0.0127,0.0,0.102,0.184,155.063,4,hardstyle,Energetic
49022,49022,0kaWddT7y1TickrV7Dsn6b,DJ Team Oep Ze Kant,Pilsje Dabai,Pilsje Dabai,36,245339,True,0.643,0.875,0,-7.056,1,0.429,0.221,8.46e-06,0.119,0.289,159.479,4,hardstyle,Energetic
49023,49023,7tNzd03v3T5aU7P1UpeuYF,DJ Isaac;D-Block & S-te-Fan,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Slave to the Rave,0,222400,False,0.543,0.886,9,-3.689,0,0.136,0.0278,1e-05,0.148,0.175,150.081,4,hardstyle,Energetic
49024,49024,6q0BTipSzAXXJ9p3CLJpad,FEEST DJ MAARTEN,Mama Laudaaa (Hardstyle Remix),Mama Laudaaa (Hardstyle Remix),37,180800,False,0.58,0.966,11,-2.212,1,0.0707,0.0188,0.0,0.346,0.653,150.039,4,hardstyle,Energetic
49025,49025,4XL1KmUHnMKew6voJ9Clge,Jebroer;Outsiders,Hardstyle Top 100 - 2019,Flitsmeister,37,136692,True,0.466,0.951,5,-3.649,0,0.434,0.0601,3.11e-05,0.33,0.132,159.852,4,hardstyle,Energetic
49026,49026,3b2FLvtEhGgAxUxjlujQZ9,Phuture Noize,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,An Idea Never Dies (X-Qlusive Ost),0,174967,False,0.417,0.942,2,-4.52,0,0.158,0.0143,0.00207,0.435,0.0543,155.058,4,hardstyle,Energetic
49027,49027,6z4OMO3TvapnF2sfhXxd0N,Edrie;DJ A3;DJ Gijs,Vuilwaark (Matrioalplaat),Vuilwaark (Matrioalplaat),37,176000,False,0.574,0.943,7,-4.01,1,0.047,0.151,0.000431,0.125,0.565,149.946,4,hardstyle,Energetic
49028,49028,6jVd5O58BRUlu7NPHivODF,Zatox;Zyon;Dave Revan,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Psycho Style - Edit,0,201000,False,0.442,0.936,2,-4.18,1,0.0888,3.09e-05,0.53,0.0397,0.162,160.032,4,hardstyle,Energetic
49029,49029,096hShrB52FRq1d0W8dy5x,Ghost Stories;D-Block & S-te-Fan,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Primal Energy (Haunted Grounds),0,350077,False,0.348,0.934,10,-4.278,0,0.238,0.0103,7.44e-05,0.0691,0.252,150.185,4,hardstyle,Energetic
49030,49030,5VGNPOFlfYtNkddY9w4JPs,Bankzitters,Eenzaam,Eenzaam,39,159574,False,0.8,0.6,10,-6.429,0,0.094,0.181,0.0,0.36,0.434,94.011,4,hardstyle,Happy
49031,49031,0WeJK5jjHIxJhuM7P6KuvG,Psyko Punkz;Wim Hof;Zac Aynsley,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,The Alchemist,1,203612,False,0.359,0.855,8,-5.601,1,0.0584,0.0185,0.00106,0.103,0.0513,153.861,4,hardstyle,Energetic
49032,49032,5QEOjnRNxVATerDuHofS47,The Prophet,Harder Stylez: We Love The Bass,Listen to Your Hardcore,0,177764,False,0.596,0.85,9,-0.747,0,0.341,0.0546,2.05e-05,0.124,0.155,175.001,5,hardstyle,Energetic
49033,49033,7Kbdl97OnZ3M6bybGU0xvA,Bass Modulators,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Last Day,0,239174,False,0.438,0.949,6,-4.212,0,0.112,0.00612,0.0,0.0809,0.215,154.998,4,hardstyle,Energetic
49034,49034,0cjek5a8iuibb6rf4hdRvQ,Gekkenhuys;Fleur,Confetti in m'n Sokken,Confetti in m'n Sokken,39,190601,True,0.573,0.983,0,-4.247,0,0.145,0.0506,0.278,0.131,0.185,161.964,4,hardstyle,Energetic
49035,49035,4QSIDE8cLiFuNlyguhei8p,The Prophet,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Never Fake,0,173225,False,0.653,0.967,9,-2.706,1,0.193,0.00104,0.0149,0.271,0.364,155.045,4,hardstyle,Energetic
49036,49036,3yDaALsElOu983XRO05HEm,Atmozfears;Adrenalize,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Fire - Edit,0,249329,False,0.436,0.925,4,-2.174,0,0.19,0.148,4.35e-05,0.323,0.171,150.145,4,hardstyle,Energetic
49037,49037,6ZR0mLNAI4UlU7vh9khZac,E-Force;Luna;Rude Convict,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Kill the Noise - Rude Convict Remix,0,192001,False,0.568,0.966,5,-2.869,0,0.351,0.0445,3.11e-05,0.861,0.355,160.091,4,hardstyle,Energetic
49038,49038,2vlFcX0Wo4yDOpL0fT5kt1,Frequencerz;Delius,Harder Stylez: We Love The Bass,Fly With Me - Delius Remix,0,166052,False,0.437,0.928,10,-4.348,0,0.17,0.00508,0.0,0.134,0.173,154.961,4,hardstyle,Energetic
49039,49039,0AQ1vnoeXnJXPQrDzso1KE,Ran-D,Harder Stylez: We Love The Bass,Out of Control - Radio Edit,0,271967,False,0.521,0.931,8,-2.749,0,0.121,0.0161,0.0,0.125,0.223,154.959,4,hardstyle,Energetic
49040,49040,7EkGE7JKICadbtNRiYLVvM,Gunz For Hire;E-Life,Harder Stylez: We Love The Bass,Mustang - Radio Edit,0,244731,False,0.505,0.935,1,-1.801,1,0.0757,0.0153,0.0,0.11,0.226,155.016,4,hardstyle,Energetic
49041,49041,2fGZCkulKA7Pyk8Ei6DTQm,Boi Foi Toch;Beatcrooks,Beatcrooks Hits,Hee Hoo (Happy Høken Rmx),39,173647,False,0.652,0.992,7,-3.597,1,0.105,0.0208,1.59e-05,0.265,0.493,169.964,4,hardstyle,Energetic
49042,49042,3Qmh4hlpjSQdw89Usrew3f,Ran-D,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Out of Control - Radio Edit,0,271967,False,0.522,0.93,8,-2.748,0,0.117,0.0159,0.0,0.124,0.215,154.957,4,hardstyle,Energetic
49043,49043,2TX3C0ipr67rySYtX1TWNA,Gunz For Hire,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Swagger - Digital Punk Remix,0,274063,False,0.519,0.995,6,-2.569,0,0.416,0.0172,1.46e-06,0.685,0.105,154.934,4,hardstyle,Energetic
49044,49044,4pZHTACwalMScYknlHyzFQ,Sound Rush,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Breaking Boundaries (The Qontinent Anthem 2022),0,294197,False,0.263,0.935,11,-3.964,0,0.305,0.00257,1.07e-06,0.207,0.229,154.641,4,hardstyle,Energetic
49045,49045,0KWl423odZdvA8anUROMba,Adaro;Outbreak;Level One,Harder Stylez: We Love The Bass,Party Medicine - Level One Remix Radio Edit,0,171870,False,0.539,0.934,7,-2.059,0,0.11,0.182,0.000317,0.931,0.506,155.082,4,hardstyle,Energetic
49046,49046,6xwbL4CNsZI91ODpevixwS,Adaro;Kronos,Harder Stylez: We Love The Bass,Kings of the Beat - Radio Edit,0,221903,False,0.581,0.976,10,-3.416,0,0.145,0.0147,9.31e-05,0.519,0.443,155.021,4,hardstyle,Energetic
49047,49047,3UXZa8SUYYpUKdVwUSg8m6,Beatcrooks,Melrose - O (Happy Høken remix),Melrose - O - Happy Høken remix,37,188936,False,0.521,0.963,0,-5.179,0,0.233,0.334,9.37e-06,0.104,0.133,187.984,4,hardstyle,Energetic
49048,49048,4RUVD3blQ7zUtKjLgXa0bL,Gunz For Hire,Harder Stylez: We Love The Bass,Pussy Lovers - Gunz Pumping Remix Radio Edit,0,312838,True,0.573,0.966,7,-2.693,1,0.289,0.00659,0.0,0.11,0.104,154.96,4,hardstyle,Energetic
49049,49049,2q6oIKbDUr7S1dF5e0j5xz,Adaro,Harder Tunes Forever - 100% the Best in Hardstyle and Hardcore,Voices Calling Me - Radio Edit,0,225290,False,0.492,0.836,0,-5.014,1,0.156,0.037,1.07e-06,0.05,0.15,155.161,4,hardstyle,Energetic
50000,50000,23XWX09uupLjkbinjMyJ0H,X JAPAN,BLUE BLOOD REMASTERED EDITION,紅(イントロ ストリングス) - Remaster,37,379133,False,0.25,0.979,8,-5.472,0,0.419,0.0034,0.000122,0.183,0.0595,156.341,4,heavy-metal,Energetic
50001,50001,75PRxVF10tp2Szd2mdHyFq,Riff,Que Sea Rock,Mala Noche,41,247253,False,0.522,0.857,4,-4.941,0,0.0308,0.000157,9.58e-05,0.354,0.538,96.177,4,heavy-metal,Happy
50002,50002,1ziPUOfnmbNmEPS7ToCGMK,Los Antiguos,Madera Prohibida,El Inventor Del Mal,35,283376,False,0.424,0.915,4,-5.182,1,0.0308,7.29e-06,0.0689,0.391,0.245,92.718,4,heavy-metal,Energetic
50003,50003,1wws0f3qk1EUV7TrtbGmPw,De La Tierra,De La Tierra,Maldita Historia,35,266800,False,0.405,0.99,6,-3.067,1,0.088,0.000773,0.401,0.18,0.275,170.062,4,heavy-metal,Energetic
50004,50004,5qjZgLx35G3YbZkI8cKlkn,Riff,Que Sea Rock,Lily Malone,40,302586,False,0.512,0.848,11,-5.559,0,0.0365,1.8e-05,0.000269,0.378,0.374,127.616,4,heavy-metal,Energetic
50005,50005,1FQG72IMugWnzCQcCblz6j,Asspera,Hijo de Puta,Partiendo Cabezas,36,300328,True,0.507,0.961,1,-4.647,1,0.0568,0.000168,8.35e-05,0.703,0.759,75.002,4,heavy-metal,Happy
50006,50006,6HHruc9avBu4RLhcRmUZew,Rata Blanca,Rata Blanca,Chico Callejero,37,307693,False,0.535,0.546,4,-13.637,1,0.0344,0.0224,0.879,0.257,0.32,117.652,4,heavy-metal,Sad
50007,50007,70VfAhsPWCKIXO9yc1rKQN,Almafuerte,Mundo Guanaco,El Pibe Tigre,41,243106,False,0.58,0.852,4,-7.099,0,0.0756,0.000384,0.0,0.11,0.576,116.936,4,heavy-metal,Energetic
50008,50008,3mrCVBnj3LOOKZLlRoj2MT,Stam1na,Stam1na,Kadonneet kolme sanaa,37,222726,False,0.452,0.817,2,-8.372,1,0.0459,4.06e-05,0.915,0.394,0.354,130.161,4,heavy-metal,Happy
50009,50009,1u2jxvIzH3wghSYG4Kc7Sv,Pappo;Divididos,"Pappo y Amigos, Vol. 2",Sucio y Desprolijo,37,266493,False,0.423,0.976,11,-5.044,0,0.0793,0.00334,0.00177,0.836,0.49,143.244,4,heavy-metal,Energetic
50010,50010,5NCyqYGMVv9XJbymXH71d9,Rata Blanca,Rata Blanca,Sólo Para Amarte,38,342160,False,0.522,0.632,6,-15.762,0,0.0346,0.0268,0.916,0.202,0.539,91.95,4,heavy-metal,Happy
50011,50011,3Oylj0SZiK5tpFn5BXYEpZ,Ricardo Iorio,Atesorando los cielos,Justo Que Te Vas,41,287226,False,0.471,0.778,11,-3.941,1,0.0289,0.223,1.84e-05,0.428,0.52,93.969,4,heavy-metal,Happy
50012,50012,6E78mLTxvTcIYSZf583kgx,Ricardo Iorio,Ayer Deseo Hoy Realidad,Ritmo y Blues Con Armonicas,41,247293,False,0.593,0.772,9,-5.884,1,0.0361,0.0208,1.09e-05,0.347,0.74,118.173,4,heavy-metal,Happy
50013,50013,3vGZBBwlr55gGCW7zK3wxp,Carajo,Atrapasueños,El Error,39,216800,False,0.478,0.977,8,-3.954,1,0.0919,0.00555,1.86e-06,0.202,0.407,149.911,4,heavy-metal,Energetic
50014,50014,4DWvOeinTzhj4DeGYn9tqz,Hermetica,Intérpretes,Tú Eres Su Seguridad,43,304600,False,0.434,0.676,0,-8.545,1,0.0305,0.00236,0.0,0.398,0.486,127.331,4,heavy-metal,Happy
50015,50015,0KNUb4xONAX9MaY6DdpUvn,Almafuerte,Mundo Guanaco,Sentir Indiano,39,239466,False,0.503,0.69,0,-6.43,1,0.0287,0.000443,0.0,0.224,0.451,89.032,4,heavy-metal,Happy
50016,50016,6QgFbmtynzdNpHWsmSKmPy,Hermetica,Victimas del Vaciamiento,Soy de la Esquina,41,190066,False,0.372,0.831,7,-10.068,1,0.0429,0.00011,3.92e-06,0.077,0.697,110.908,4,heavy-metal,Energetic
50017,50017,3kCGxdCWMiydMDRG84ltsJ,Rata Blanca,Triste Hora,Mujer Amante,0,363120,False,0.497,0.649,11,-10.205,0,0.0334,0.0145,3.78e-06,0.0477,0.567,115.357,4,heavy-metal,Happy
50018,50018,2AtCLtWvBG47sampT4i3G7,OConnor,Un Poco de Respeto,Yo Caníbal,42,195932,False,0.442,0.823,2,-7.16,1,0.0438,4.6e-05,0.000343,0.324,0.424,182.069,4,heavy-metal,Energetic
50019,50019,5zM3ge7sOQE4vyjEjBzVL9,Almafuerte,Toro y Pampa (Remasterizado 2021),Toro y Pampa,39,211348,False,0.477,0.852,9,-4.108,1,0.0368,0.00337,0.0,0.159,0.374,127.218,4,heavy-metal,Energetic
50020,50020,6B6qaHWuGTZ6Iz8FkYPre2,Carajo,Atrapasueños,Triste,37,251946,False,0.523,0.938,10,-4.734,0,0.0599,7.86e-05,8.31e-06,0.076,0.21,124.968,4,heavy-metal,Energetic
50021,50021,7dl64CTK556NUGWhtFWLnP,Ricardo Iorio,Ayer Deseo Hoy Realidad,Jugo de Tomate,36,201333,False,0.527,0.782,4,-5.951,0,0.0351,0.0471,6.7e-05,0.0793,0.805,126.066,4,heavy-metal,Happy
